timestamp,user_id,filename,ai_prediction,user_selected,confidence,keyword_tags,user_areas
2025-11-09T22:12:53.249277,test_user,test_file.txt,Projects,,0.9,,
2025-11-10T04:40:56.702466,test_personal,unknown,,,0.0,,
2025-11-10T04:43:45.284825,project_user,unknown,,,0.0,,
2025-11-10T04:45:00.322805,dev_student_02,react_tutorial.md,,,0.0,,
2025-11-10T04:45:30.827629,meeting_manager_03,client_meeting_prep.pptx,,,0.0,,
2025-11-10T04:50:32.636980,health_user_04,workout_routine.txt,,,0.0,,
2025-11-10T04:50:57.175765,design_research_05,uxui_trends_2025.pdf,,,0.0,,
2025-11-10T17:55:48.149476,user_96970181,react_tutorial.md,Resources,,0.8,pending
2025-11-10T17:56:29.315531,user_96970181,LangChain_Setup_Guide.md,Resources,,0.85,pending
2025-11-10T18:19:12.986821,user_d2f0ec28,react_tutorial.md,Resources,,0.8,pending
2025-11-10T18:26:42.954634,user_13b48432,react_tutorial.md,Resources,,0.85,pending
2025-11-10T18:41:33.872896,user_086ef668,react_tutorial.md,Resources,,0.85,pending
2025-11-10T18:41:55.655902,user_086ef668,LangChain Learning Focus.md,Areas,,0.85,pending
2025-11-10T18:42:15.288628,user_086ef668,news.txt,Archives,,0.85,pending
2025-11-10T19:01:03.642461,user_fcb687f4,react_tutorial.md,Resources,,0.85,pending
2025-11-10T19:01:26.342987,user_fcb687f4,LangChain Learning Focus.md,Resources,,0.85,pending
2025-11-10T19:57:01.543660,user_b60daef4,react_tutorial.md,Resources,,0.0,pending
2025-11-10T19:57:01.544770,user_b60daef4,react_tutorial.md,Resources,0.0,"API,설계,개발,성능,최적화"
2025-11-10T20:22:37.873610,user_d97dbd25,react_tutorial.md,Resources,,0.0,pending
2025-11-10T20:22:37.875331,user_d97dbd25,react_tutorial.md,Resources,0.0,기타
2025-11-10T20:35:48.224450,user_102c1573,react_tutorial.md,Resources,,0.0,pending
2025-11-10T20:35:48.225240,user_102c1573,react_tutorial.md,Resources,0.0,기타
2025-11-10T20:56:48.916029,user_e59841f1,react_tutorial.md,Resources,,0.0,pending
2025-11-10T20:56:48.916525,user_e59841f1,react_tutorial.md,Resources,0.0,기타
2025-11-10T21:43:26.325993,user_6e94866c,react_tutorial.md,Resources,,0.0,pending
2025-11-10T21:46:23.126546,user_02a1401d,react_tutorial.md,Resources,,0.0,pending
2025-11-10T12:46:23.127651+00:00,user_02a1401d,react_tutorial.md,Resources,0.0,기타
2025-11-10T22:11:23.107994,user_5be4e80d,react_tutorial.md,Resources,,0.0,pending
2025-11-10T13:11:23.109171+00:00,user_5be4e80d,react_tutorial.md,Resources,0.0,기타
2025-11-10T22:34:53.969253,user_105199dd,react_tutorial.md,Resources,,0.0,pending
2025-11-10T13:34:53.970830+00:00,user_105199dd,react_tutorial.md,Resources,0.0,기타
2025-11-10T23:08:37.405166,user_acb86e76,react_tutorial.md,Resources,,0.0,pending
2025-11-10T14:08:37.406308+00:00,user_acb86e76,react_tutorial.md,Resources,0.0,기타
2025-11-11T00:14:40.070069,user_897af275,react_tutorial.md,Resources,,0.0,pending
2025-11-10T15:14:40.070562+00:00,user_897af275,react_tutorial.md,Resources,0.0,기타
2025-11-11T00:18:26.495340,user_70b69600,react_tutorial.md,Resources,,0.0,pending
2025-11-10T15:18:26.496512+00:00,user_70b69600,react_tutorial.md,Resources,0.0,기타
2025-11-11T01:24:07.307564,user_2ee2b560,react_tutorial.md,Resources,,0.0,pending
2025-11-10T16:24:07.308657+00:00,user_2ee2b560,react_tutorial.md,Resources,0.0,"코드,품질,관리,시스템 안정성,성능 최적화"
